lp	wojewodztwo	woj	powiat	pow	gmina	gmi	miasto	lok	ubiegal	operator	odpowiedz	termininw	innaodp	data
160	MAŁOPOLSKIE	12	limanowski	7	Limanowa (gmina wiejska)	7	Stara Wieś		1	1	3	0	"Odp od TP 
""Koszt podłączenia usługi to 36 000zł"""	2012-10-09 15:51
161	ZACHODNIOPOMORSKIE	32	kamieński	7	Wolin (gmina miejsko-wiejska)	6	Wisełka	świerkowa	1	1	1	0		2012-10-09 15:51
162	OPOLSKIE	16	nyski	7	Głuchołazy (gmina miejsko-wiejska)	1	Nowy Swietow		1	2	1	0		2012-10-09 15:51
163	ZACHODNIOPOMORSKIE	32	białogardzki	1	Tychowo (gmina miejsko-wiejska)	4	Buczki		1	4	1	0		2012-10-09 15:52
164	ŚWIĘTOKRZYSKIE	26	jędrzejowski	2	Wodzisław (gmina wiejska)	9	Mieronice		1	1	1	0		2012-10-09 15:54
165	DOLNOŚLĄSKIE	2	bolesławiecki	1	Bolesławiec (gmina wiejska)	2	Kraszowice		1	3	1	0		2012-10-09 15:56
166	WIELKOPOLSKIE	30	poznański	21	Kleszczewo (gmina wiejska)	6	tulce	pocztowa 13	1	3	3	0	Tpsa - brak inwestycji w sieć kablową (20m od słupka do domu),ale modem wysłali :), INEA, Netia -brak zasięgu	2012-10-09 15:57
167	MAZOWIECKIE	14	otwocki	17	Józefów (gmina miejska)	1	Józefów	Dworkowa (Dawna Rolnicza)	1	4	1	0		2012-10-09 16:00
168	ŁÓDZKIE	10	radomszczański	12	Przedbórz (gmina miejsko-wiejska)	11	Żeleźnica		1	1	1	0		2012-10-09 16:03
169	MAZOWIECKIE	14	wołomiński	34	Poświętne (gmina wiejska)	8	Czubajowizna		1	2	1	0		2012-10-09 16:03
170	ŁÓDZKIE	10	bełchatowski	1	Drużbice (gmina wiejska)	3	Rasy		1	3	1	0		2012-10-09 16:06
171	WIELKOPOLSKIE	30	wolsztyński	29	Siedlec (gmina wiejska)	2	Stara Tuchorza		1	1	1	0		2012-10-09 16:06
172	WIELKOPOLSKIE	30	wolsztyński	29	Siedlec (gmina wiejska)	2	Stara Tuchorza		2	0	0	0		2012-10-09 16:07
173	ŁÓDZKIE	10	bełchatowski	1	Drużbice (gmina wiejska)	3	Rasy		1	2	1	0		2012-10-09 16:07
174	MAZOWIECKIE	14	wołomiński	34	Poświętne (gmina wiejska)	8	Czubajowizna		1	2	1	0		2012-10-09 16:08
175	PODKARPACKIE	18	strzyżowski	19	Strzyżów (gmina miejsko-wiejska)	4	Godowa		1	2	1	0		2012-10-09 16:18
176	MAŁOPOLSKIE	12	krakowski	6	Michałowice (gmina wiejska)	8	Michałowice	Mały Kraków	1	4	1	0		2012-10-09 16:20
177	WIELKOPOLSKIE	30	złotowski	31	Lipka (gmina wiejska)	4	Wielki Buczek 		1	1	1	0		2012-10-09 16:22
178	ŚLĄSKIE	24	lubliniecki	7	Kochanowice (gmina wiejska)	5	Kochanowice	Karwieńca	1	1	1	0		2012-10-09 16:29
179	MAŁOPOLSKIE	12	nowosądecki	10	Kamionka Wielka (gmina wiejska)	5	Kamionka Mała		1	1	1	0		2012-10-09 16:32
180	LUBELSKIE	6	Lublin	63	Lublin (gmina miejska)	1	Lublin	Macieja Rataja	1	1	1	0		2012-10-09 16:33
181	ŚLĄSKIE	24	będziński	1	Czeladź (gmina miejska)	2	Czeladź	Kosmonautów	2	0	0	0		2012-10-09 16:33
182	MAZOWIECKIE	14	Warszawa	65	Warszawa (gmina miejska, miasto stołeczne)	1	białołęka	wilkowiecka	1	2	1	0		2012-10-09 16:36
183	ŚLĄSKIE	24	kłobucki	6	Opatów (gmina wiejska)	5	waleńczów	słoneczna	1	1	1	0		2012-10-09 16:37
184	MAZOWIECKIE	14	ostrołęcki	15	Baranowo (gmina wiejska)	1	Zawady		2	0	0	0		2012-10-09 16:38
185	MAZOWIECKIE	14	Warszawa	65	Warszawa (gmina miejska, miasto stołeczne)	1	Warszawa	Wólczyńska 299B/2	1	6	1	0		2012-10-09 16:50
186	MAZOWIECKIE	14	legionowski	8	Nieporęt (gmina wiejska)	3	Józefów	Niecała	1	3	1	0		2012-10-09 16:50
187	PODKARPACKIE	18	strzyżowski	19	Strzyżów (gmina miejsko-wiejska)	4	Żyznów		1	1	1	0		2012-10-09 16:51
188	WARMIŃSKO-MAZURSKIE	28	elbląski	4	Tolkmicko (gmina miejsko-wiejska)	9	Suchacz		1	2	1	0		2012-10-09 16:51
189	KUJAWSKO-POMORSKIE	4	bydgoski	3	Koronowo (gmina miejsko-wiejska)	4	Tryszczyn	Leśna	1	4	1	0		2012-10-09 16:52
190	PODKARPACKIE	18	strzyżowski	19	Strzyżów (gmina miejsko-wiejska)	4	Bonarówka		1	1	1	0		2012-10-09 16:53
191	WIELKOPOLSKIE	30	leszczyński	13	Rydzyna (gmina miejsko-wiejska)	4	Dąbcze	Sikorskiego	1	1	1	0		2012-10-09 16:53
192	PODKARPACKIE	18	strzyżowski	19	Strzyżów (gmina miejsko-wiejska)	4	Brzeżanka		1	2	1	0		2012-10-09 16:54
193	MAZOWIECKIE	14	przasnyski	22	Przasnysz (gmina wiejska)	7	Szla		1	4	1	0		2012-10-09 16:55
194	ŁÓDZKIE	10	opoczyński	7	Poświętne (gmina wiejska)	6	Ponikła		2	0	0	0		2012-10-09 16:59
195	MAZOWIECKIE	14	wołomiński	34	Radzymin (gmina miejsko-wiejska)	9	Radzymin	Partyzantów	1	1	1	0		2012-10-09 17:00
196	MAZOWIECKIE	14	ostrołęcki	15	Rzekuń (gmina wiejska)	10	Laskowiec	Szkolna	1	1	1	0		2012-10-09 17:01
197	WIELKOPOLSKIE	30	chodzieski	1	Chodzież (gmina wiejska)	3	Stróżewko		1	3	1	0		2012-10-09 17:01
198	LUBELSKIE	6	chełmski	3	Wojsławice (gmina wiejska)	13	Wojsławice	chełmska	1	1	1	0		2012-10-09 17:03
199	POMORSKIE	22	lęborski	8	Nowa Wieś Lęborska (gmina wiejska)	4	Redkowice		1	2	1	0		2012-10-09 17:05
200	DOLNOŚLĄSKIE	2	kłodzki	8	Stronie Śląskie (gmina miejsko-wiejska)	13	Bolesławów	Bolesławów 52	1	2	1	0		2012-10-09 17:05
201	MAZOWIECKIE	14	Radom	63	Radom (gmina miejska)	1	Radom	Łączna 32/1	1	1	3	0	brak infrastruktury technicznej koszt ewentualnej inwestycji w rozbudowę po stronie klienta 12.000 zł	2012-10-09 17:06
202	ZACHODNIOPOMORSKIE	32	koszaliński	9	Świeszyno (gmina wiejska)	8	Chłopska Kępa		1	1	3	0	Są możliwości techniczne, ale trzeba pokryć koszty inwestycji w kwocie 2000,00 zł. Na razie nie stać nas na takie wyjście.	2012-10-09 17:06
203	LUBELSKIE	6	chełmski	3	Wojsławice (gmina wiejska)	13	Wojsławice	ul. Chełmska	1	3	3	0	Brak jakiegoś przyłącza uniemożliwia dostęp do internetu, podobno jest 100 i wszystkie zajęte, a internet potrzebuje mieć ok 500 os.	2012-10-09 17:07
204	MAZOWIECKIE	14	kozienicki	7	Kozienice (gmina miejsko-wiejska)	5	Lipinki		1	4	1	0		2012-10-09 17:08
205	ŚWIĘTOKRZYSKIE	26	kazimierski	3	Kazimierza Wielka (gmina miejsko-wiejska)	3	Słonowice		1	2	2	3		2012-10-09 17:13
206	ZACHODNIOPOMORSKIE	32	kołobrzeski	8	Rymań (gmina wiejska)	5	Kamień Rymański		1	2	1	0		2012-10-09 17:19
207	KUJAWSKO-POMORSKIE	4	bydgoski	3	Osielsko (gmina wiejska)	6	NIEMCZ	SANECZKARZY	1	2	1	0		2012-10-09 17:23
208	DOLNOŚLĄSKIE	2	kłodzki	8	Kłodzko (gmina wiejska)	7	Skrzynka		1	2	1	0		2012-10-09 17:28
209	ZACHODNIOPOMORSKIE	32	szczecinecki	15	Grzmiąca (gmina wiejska)	5	Przeradz		1	2	1	0		2012-10-09 17:37
210	KUJAWSKO-POMORSKIE	4	lipnowski	8	Skępe (gmina miejsko-wiejska)	7	Szczekarzewo	albatrosów	1	1	1	0		2012-10-09 18:05
211	MAŁOPOLSKIE	12	tarnowski	16	Zakliczyn (gmina miejsko-wiejska)	14	Paleśnica		1	3	1	0		2012-10-09 18:09
212	MAŁOPOLSKIE	12	chrzanowski	3	Trzebinia (gmina miejsko-wiejska)	5	Trzebinia Siersza	Grunwaldzka	1	1	3	0	umowa podpisana i rozwiązana gdyż operator ma taki bajzel że nie wie że nie ma podłącza do naszego bloku, a wszyscy w około mają to jest żenada,	2012-10-09 18:09
213	LUBELSKIE	6	włodawski	19	Włodawa (gmina wiejska)	6	Żuków		2	0	0	0		2012-10-09 18:16
214	LUBUSKIE	8	Zielona Góra	62	Zielona Góra (gmina miejska)	1	Kargowa	zaułek szczęśnika	1	3	1	0		2012-10-09 18:24
215	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	jurków		1	3	1	0		2012-10-09 18:26
216	WIELKOPOLSKIE	30	nowotomyski	15	Nowy Tomyśl (gmina miejsko-wiejska)	4	JASTRZĘBSKO STARE	NOWOTOMYSKA	1	2	1	0		2012-10-09 18:26
217	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	jurków		1	3	1	0		2012-10-09 18:27
218	WIELKOPOLSKIE	30	nowotomyski	15	Nowy Tomyśl (gmina miejsko-wiejska)	4	Jastrzębsko Stare		1	2	1	0		2012-10-09 18:28
219	WARMIŃSKO-MAZURSKIE	28	elbląski	4	Godkowo (gmina wiejska)	2	Zimnochy		1	1	1	0		2012-10-09 18:28
220	WIELKOPOLSKIE	30	jarociński	6	Żerków (gmina miejsko-wiejska)	4	Pawłowice		1	3	1	0		2012-10-09 18:31
221	MAZOWIECKIE	14	ostrołęcki	15	Lelis (gmina wiejska)	6	Białobiel	Ostrołęcka	1	2	1	0		2012-10-09 18:31
222	MAŁOPOLSKIE	12	oświęcimski	13	Brzeszcze (gmina miejsko-wiejska)	2	brzeszcze	mieszka 1 	1	2	1	0		2012-10-09 18:33
223	ŁÓDZKIE	10	sieradzki	14	Goszczanów (gmina wiejska)	6	Wroniawy		1	2	1	0		2012-10-09 18:37
224	MAŁOPOLSKIE	12	oświęcimski	13	Brzeszcze (gmina miejsko-wiejska)	2	brzeszcze	mieszka 1	1	2	1	0		2012-10-09 18:37
225	LUBELSKIE	6	włodawski	19	Włodawa (gmina wiejska)	6	orchówek		2	0	0	0		2012-10-09 18:37
226	MAZOWIECKIE	14	garwoliński	3	Trojanów (gmina wiejska)	12	Majdan		2	0	0	0		2012-10-09 18:39
227	ŚWIĘTOKRZYSKIE	26	sandomierski	9	Sandomierz (gmina miejska)	1	Sandomierz	Błonie	1	2	1	0		2012-10-09 18:46
228	LUBELSKIE	6	Lublin	63	Lublin (gmina miejska)	1	Lublin	Probostwo	1	4	3	0	"W budynku Probostwo 4 działa tylko neostrada TP/Orange. Netia, UPC i lokalna sieć osiedlowa działają na tej ulicy ale nie w tym budynku. Zgłaszałem do tych operatorów chęć korzystania z ich sieci, jednak nie opłaca im się podłączać mojego budynku.
A TP/Orange daje mi tylko 6MB - od kilku lat, przy każdym przedłużaniu rocznych umów składam wniosek na szybszy internet ale za każdym razem otrzymuję informację, że co prawda stan linii telefonicznej jest dobry, ale na centrali nie ma odpowiednich DS"	2012-10-09 18:51
229	MAZOWIECKIE	14	pruszkowski	21	Pruszków (gmina miejska)	2	Pruszków	Stokrotki	1	3	1	0		2012-10-09 18:56
230	MAZOWIECKIE	14	węgrowski	33	Sadowne (gmina wiejska)	7	Orzełek		0	0	0	0		2012-10-09 19:00
231	LUBUSKIE	8	nowosolski	4	Bytom Odrzański (gmina miejsko-wiejska)	2	Bycz		1	1	1	0		2012-10-09 19:05
232	MAZOWIECKIE	14	wołomiński	34	Wołomin (gmina miejsko-wiejska)	12	Helenó	Boryny	1	1	1	0		2012-10-09 19:23
233	ŚLĄSKIE	24	bielski	2	Bestwina (gmina wiejska)	2	Bestwina	Podleska	2	0	0	0		2012-10-09 19:30
234	ŚWIĘTOKRZYSKIE	26	kielecki	4	Zagnańsk (gmina wiejska)	19	Kajetanów		1	1	3	0	Brak linii telefonicznej i jakiejkolwiek infrastruktury telekomunikacji na liniach telefonicznych	2012-10-09 19:40
235	KUJAWSKO-POMORSKIE	4	świecki	14	Dragacz (gmina wiejska)	2	Fletnowo		1	10	1	0		2012-10-09 19:42
236	MAŁOPOLSKIE	12	krakowski	6	Zielonki (gmina wiejska)	17	Węgrzce	C13	1	1	3	0	"stara ifrastruktura neostrada ledwie 2Mbit/s
Telekomunikacja ma gotowy projekt na poprawienie stanu lecz podobno nie ma pieniiedzy na zrealizowanie go.
W pobliżu 3 osiedla i około 200 domów"	2012-10-09 19:45
237	KUJAWSKO-POMORSKIE	4	brodnicki	2	Brodnica (gmina miejska)	1	Bartniki	bartniki 12	1	10	1	0		2012-10-09 19:46
238	KUJAWSKO-POMORSKIE	4	brodnicki	2	Brodnica (gmina miejska)	1	Brodnica	Lipowa4	1	3	1	0		2012-10-09 19:47
239	MAZOWIECKIE	14	legionowski	8	Nieporęt (gmina wiejska)	3	Nieporęt	Zwycięstwa	1	1	1	0		2012-10-09 19:48
240	LUBELSKIE	6	zamojski	20	Zwierzyniec (gmina miejsko-wiejska)	15	Zwierzyniec	torowa	1	2	1	0		2012-10-09 19:50
241	DOLNOŚLĄSKIE	2	wrocławski	23	Kobierzyce (gmina wiejska)	5	Tyniec Mały	Boczna	1	3	1	0		2012-10-09 19:52
242	MAŁOPOLSKIE	12	wielicki	19	Biskupice (gmina wiejska)	1	Trąbki		1	2	1	0		2012-10-09 20:00
243	PODLASKIE	20	augustowski	1	Lipsk (gmina miejsko-wiejska)	4	Krasne		1	1	1	0		2012-10-09 20:03
244	WIELKOPOLSKIE	30	gnieźnieński	3	Łubowo (gmina wiejska)	6	Wierzyce		1	3	1	0		2012-10-09 20:03
245	KUJAWSKO-POMORSKIE	4	Toruń	63	Toruń (gmina miejska)	1	Toruń	Telimeny 	1	3	1	0		2012-10-09 20:04
246	WIELKOPOLSKIE	30	gnieźnieński	3	Czerniejewo (gmina miejsko-wiejska)	2	Lipki		1	2	1	0		2012-10-09 20:04
247	LUBELSKIE	6	tomaszowski	18	Susiec (gmina wiejska)	8	susiec	tomaszowska	1	2	1	0		2012-10-09 20:06
248	MAŁOPOLSKIE	12	wadowicki	18	Spytkowice (gmina wiejska)	6	Spytkowice		1	1	1	0		2012-10-09 20:16
249	DOLNOŚLĄSKIE	2	Wrocław	64	Wrocław (gmina miejska)	1	wrocław	stryjska 13	1	2	1	0		2012-10-09 20:18
250	ZACHODNIOPOMORSKIE	32	sławieński	13	Postomino (gmina wiejska)	5	Tyn		1	4	1	0		2012-10-09 20:19
251	KUJAWSKO-POMORSKIE	4	brodnicki	2	Brodnica (gmina wiejska)	3	bartniki	bartniki	1	10	1	0		2012-10-09 20:22
252	PODLASKIE	20	wysokomazowiecki	13	Klukowo (gmina wiejska)	4	Usza Wielka		1	2	1	0		2012-10-09 20:26
253	ZACHODNIOPOMORSKIE	32	policki	11	Nowe Warpno (gmina miejsko-wiejska)	3	Brzózki		1	4	1	0		2012-10-09 20:27
254	LUBUSKIE	8	żagański	10	Żagań (gmina wiejska)	9	Dobre nad Kwisą		1	2	1	0		2012-10-09 20:28
255	KUJAWSKO-POMORSKIE	4	brodnicki	2	Bobrowo (gmina wiejska)	2	bartniki	bartniki	1	10	1	0		2012-10-09 20:30
256	KUJAWSKO-POMORSKIE	4	brodnicki	2	Brodnica (gmina wiejska)	3	bartniki	bartniki 	1	10	1	0		2012-10-09 20:31
257	PODLASKIE	20	wysokomazowiecki	13	Czyżew (gmina miejsko-wiejska)	3	Jaźwiny-Koczoty	Cała miejscowość i okolice	2	0	0	0		2012-10-09 20:34
258	MAŁOPOLSKIE	12	nowotarski	11	Spytkowice (gmina wiejska)	13	Spytkowice		1	2	1	0		2012-10-09 20:38
259	PODLASKIE	20	grajewski	4	Rajgród (gmina miejsko-wiejska)	4	Rybczyzna		1	1	1	0		2012-10-09 20:39
260	WIELKOPOLSKIE	30	poznański	21	Murowana Goślina (gmina miejsko-wiejska)	11	Głębocko	Zacisze	1	1	3	0	Brak miejsca w stacji bazowej NETIA	2012-10-09 20:42
261	DOLNOŚLĄSKIE	2	wrocławski	23	Kobierzyce (gmina wiejska)	5	Tyniec Mały	Rubinowa	1	1	2	4		2012-10-09 20:42
262	PODLASKIE	20	grajewski	4	Wąsosz (gmina wiejska)	6	teren całej gminy		2	0	0	0		2012-10-09 20:55
263	MAZOWIECKIE	14	garwoliński	3	Miastków Kościelny (gmina wiejska)	8	Brzegi		1	2	1	0		2012-10-09 20:57
264	WIELKOPOLSKIE	30	poznański	21	Buk (gmina miejsko-wiejska)	3	Buk	Szkolna	1	1	3	0	Pan który miał założyć internet powiedział że teraz nie może być podciągnięty,spytał się gdzie chcieliśmy by mieć podciągnięty kabel z skrzynki-włazu telekomunikacyjnego po czym żadnej odpowiedzi. Czekamy już ponad 7 lat.	2012-10-09 21:03
265	WIELKOPOLSKIE	30	gnieźnieński	3	Kłecko (gmina miejsko-wiejska)	5	Dębnica		1	2	3	0	"Telekomunikacja Polska - Brak możliwości technicznych.
Uratowała mnie firma INEA dając dostęp do internetu przez Wimax. Jednak TP (Orange) powinno być też dostępne i świadczy dostęp o wiele szybszy niż 3 czy 6 Mb/s"	2012-10-09 21:05
266	DOLNOŚLĄSKIE	2	wałbrzyski	21	Mieroszów (gmina miejsko-wiejska)	6	Mieroszów	Leśna	1	1	3	0	Jedyny operator świadczący usługi na kablu - TPSA. Brak możliwości technicznych.	2012-10-09 21:16
267	MAZOWIECKIE	14	grodziski	5	Żabia Wola (gmina wiejska)	6	Wycinki Osowskie	Radosna 15	1	2	1	0		2012-10-09 21:29
268	KUJAWSKO-POMORSKIE	4	tucholski	16	Cekcyn (gmina wiejska)	1	Kowalskie Błota		1	1	1	0		2012-10-09 21:31
269	MAŁOPOLSKIE	12	tarnowski	16	Szerzyny (gmina wiejska)	16	Żurowa	Żurowa	1	3	1	0		2012-10-09 21:34
270	MAŁOPOLSKIE	12	wadowicki	18	Wieprz (gmina wiejska)	10	Wieprz	Osiedle przy urzędzie Gminy.	1	2	1	0		2012-10-09 21:37
271	MAŁOPOLSKIE	12	krakowski	6	Zabierzów (gmina wiejska)	16	Radwanowice		1	5	1	0		2012-10-09 21:37
272	ŚLĄSKIE	24	tarnogórski	13	Zbrosławice (gmina wiejska)	9	Zbrosławice	ul. Ogrodowa	1	3	1	0		2012-10-09 21:40
273	MAZOWIECKIE	14	ostrołęcki	15	Olszewo-Borki (gmina wiejska)	9	Drężewo	Dębowa	1	1	3	0	Brak możliwości technicznych dla usług szerokopasmowych powyżej 10Mb/s.	2012-10-09 21:40
274	MAZOWIECKIE	14	mławski	13	Stupsk (gmina wiejska)	6	Wyszyny Kościelne	(kolonia, kiedyś pod nazwą Wyszyny Stare)	1	1	1	0		2012-10-09 21:41
275	MAZOWIECKIE	14	nowodworski	14	Nasielsk (gmina miejsko-wiejska)	4	Żabiczyn		1	3	1	0		2012-10-09 21:41
276	MAZOWIECKIE	14	kozienicki	7	Grabów nad Pilicą (gmina wiejska)	4	Lipinki		1	4	1	0		2012-10-09 21:57
277	MAŁOPOLSKIE	12	krakowski	6	Zielonki (gmina wiejska)	17	dziekanowice	dziekanowice	1	2	1	0		2012-10-09 21:58
278	WIELKOPOLSKIE	30	jarociński	6	Żerków (gmina miejsko-wiejska)	4	Pawłowice		1	2	1	0		2012-10-09 22:11
279	LUBELSKIE	6	chełmski	3	Chełm (gmina wiejska)	3	Nowosiółki		1	1	1	0		2012-10-09 22:14
280	LUBELSKIE	6	tomaszowski	18	Krynice (gmina wiejska)	4	Polanówka	Polanówka	1	1	1	0		2012-10-09 22:15
281	MAZOWIECKIE	14	ciechanowski	2	Sońsk (gmina wiejska)	9	Koźniewo Wielkie		1	10	1	0		2012-10-09 22:33
282	LUBELSKIE	6	chełmski	3	Ruda-Huta (gmina wiejska)	9	Karolinów		2	0	0	0		2012-10-09 22:40
283	MAZOWIECKIE	14	wołomiński	34	Marki (gmina miejska)	2	Marki	Telimeny	1	1	1	0		2012-10-09 22:40
284	MAZOWIECKIE	14	Warszawa	65	Warszawa (gmina miejska, miasto stołeczne)	1	Warszawa-WAWER	Wał Miedzeszyński 30	2	0	0	0		2012-10-09 22:46
285	LUBUSKIE	8	gorzowski	1	Kłodawa (gmina wiejska)	4	Łośno		1	6	1	0		2012-10-09 22:59
286	PODLASKIE	20	łomżyński	7	Przytuły (gmina wiejska)	6	Bagienice		1	10	1	0		2012-10-09 23:00
287	ZACHODNIOPOMORSKIE	32	policki	11	Dobra (Szczecińska) (gmina wiejska)	1	Mierzyn	Ekologiczna	1	3	1	0		2012-10-09 23:05
288	POMORSKIE	22	słupski	12	Kępice (gmina miejsko-wiejska)	5	Przytocko		1	3	1	0		2012-10-09 23:30
289	PODLASKIE	20	hajnowski	5	Białowieża (gmina wiejska)	2	Czerlonka		1	6	1	0		2012-10-09 23:31
290	MAZOWIECKIE	14	sochaczewski	28	Teresin (gmina wiejska)	8	Paprotnia		1	5	2	4		2012-10-09 23:35
291	MAŁOPOLSKIE	12	bocheński	1	Bochnia (gmina wiejska)	2	Wola Nieszkowska		1	2	1	0		2012-10-09 23:37
292	MAZOWIECKIE	14	wołomiński	34	Ząbki (gmina miejska)	3	Ząbki	Górnośląska	1	2	1	0		2012-10-09 23:38
293	ŁÓDZKIE	10	łódzki wschodni	6	Andrespol (gmina wiejska)	2	Wiśniowa Góra	Borowa 103	1	2	1	0		2012-10-09 23:59
294	ŁÓDZKIE	10	łódzki wschodni	6	Andrespol (gmina wiejska)	2	Wiśniowa Góra 	Borowa 113	1	3	1	0		2012-10-09 23:59
295	WIELKOPOLSKIE	30	poznański	21	Rokietnica (gmina wiejska)	13	Kiekrz	Poranek	1	2	1	0		2012-10-10 00:01
296	KUJAWSKO-POMORSKIE	4	świecki	14	Pruszcz (gmina wiejska)	8	Gołuszyce		1	2	1	0		2012-10-10 00:14
297	MAZOWIECKIE	14	grodziski	5	Grodzisk Mazowiecki (gmina miejsko-wiejska)	4	Grodzisk Mazowiecki	Chłapowskiego	1	1	1	0		2012-10-10 01:06
298	ŚLĄSKIE	24	kłobucki	6	Lipie (gmina wiejska)	3	parzymiechy	wielunska	1	1	1	0		2012-10-10 01:41
299	POMORSKIE	22	malborski	9	Lichnowy (gmina wiejska)	3	Boręty	------	1	2	1	0		2012-10-10 02:24
300	MAZOWIECKIE	14	radomski	25	Iłża (gmina miejsko-wiejska)	3	Pawliczka		1	4	1	0		2012-10-10 02:43
301	MAZOWIECKIE	14	piaseczyński	18	Piaseczno (gmina miejsko-wiejska)	4	Łbiska	Królowej Bony	1	1	3	0	"Nowi abonenci nie sa podlaczani (chyba, ze ktos we wsi rezygnuje i zwalnia linie) , bo nie ma przylaczy i kabli wolnych na centrali w Jazgarzewie.
Ci ktory maja dostep, nie moga liczyc na ""prawdziwy"" (na dzis np. 30 MBit/s, czy 50 MBit/s) szerokopsamowy dostep kablowy. Na starych kablach 3km od centrali telefonicznej mozna mowic o kilku MBit/s - a gdzie tu szerokie pasmo? "	2012-10-10 03:03
302	ŚWIĘTOKRZYSKIE	26	konecki	5	Stąporków (gmina miejsko-wiejska)	8	Kozia Wola		1	2	1	0		2012-10-10 06:30
303	LUBELSKIE	6	biłgorajski	2	Potok Górny (gmina wiejska)	11	Lipiny Górne Lewki		1	4	1	0		2012-10-10 06:54
304	LUBELSKIE	6	biłgorajski	2	Potok Górny (gmina wiejska)	11	Lipiny Górne Lewki		1	4	1	0		2012-10-10 06:55
305	LUBELSKIE	6	lubartowski	8	Kock (gmina miejsko-wiejska)	6	Kock	27 Wołyńskiej Dywizji AK 	1	2	0	0	Na mojej ulicy po jednej stronie jest telefon stacjonarny po drugiej gdzie ja się przeprowadziłam usłyszałam że brak możliwości technicznych. Absurd ponieważ wystarczy zrobić przecisk i już można podłączyć i mnie i budujących sie obok mnie sąsiadów.	2012-10-10 07:24
306	MAŁOPOLSKIE	12	Kraków	61	Kraków (gmina miejska)	1	Kraków	Bogucianka 190	1	2	1	0		2012-10-10 07:27
307	MAŁOPOLSKIE	12	myślenicki	9	Lubień (gmina wiejska)	2	Lubień		1	2	1	0		2012-10-10 07:35
308	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Świętajno (gmina wiejska)	7	Świętajno	Grunwaldzka 	1	2	1	0		2012-10-10 07:45
309	WIELKOPOLSKIE	30	kaliski	7	Blizanów (gmina wiejska)	1	Żegocin		1	1	1	0		2012-10-10 07:46
310	MAZOWIECKIE	14	piaseczyński	18	Prażmów (gmina wiejska)	5	Kolonia Gościeńczyce	Kwiatowa	1	1	1	0		2012-10-10 07:56
311	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Szczytno (gmina wiejska)	6	Świętajno,Spychowo,Kolonia		1	1	3	0	Problem z zasięgiem internetu LTE co za sobą wiąże nie wykorzystanie chociażby darmowej usługi internetowej AERO2 możliwej do wykorzystania zarówno w komputerach domowych jaki i urządzeniach typu smartfon z których korzysta coraz większa liczba mieszkańców oraz turystów przebywających na terenie Mazur. Zwiększenie zasięgu w ramach LTE skutecznie ułatwi dostęp do internetu oraz pozwoli skorzystać z wciąż bezpłatnej oferty AERO2   	2012-10-10 07:57
312	WARMIŃSKO-MAZURSKIE	28	olsztyński	14	Jonkowo (gmina wiejska)	7	Wołowno	Jeziorna 	1	1	3	0	Za duży koszt inwestycji ( 40tys. zł).	2012-10-10 08:03
313	MAŁOPOLSKIE	12	limanowski	7	Dobra (gmina wiejska)	3	Skrzydlna		1	2	1	0		2012-10-10 08:09
314	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Małszewo		1	2	1	0		2012-10-10 08:28
315	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Burdąg		1	3	1	0		2012-10-10 08:29
316	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Lipniki		1	1	1	0		2012-10-10 08:30
317	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Dłużek		1	2	1	0		2012-10-10 08:31
318	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Czarny Piec		1	3	1	0		2012-10-10 08:32
319	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Kot		1	4	0	0		2012-10-10 08:32
320	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Nowe Borowe		1	2	1	0		2012-10-10 08:33
321	MAZOWIECKIE	14	wołomiński	34	Radzymin (gmina miejsko-wiejska)	9	Radzymin	Pagórkowa	1	3	1	0		2012-10-10 08:33
322	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Piduń		1	4	1	0		2012-10-10 08:34
323	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Rekownica		1	2	1	0		2012-10-10 08:35
324	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Witowo		1	2	1	0		2012-10-10 08:36
325	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Witówko		1	2	1	0		2012-10-10 08:37
326	WARMIŃSKO-MAZURSKIE	28	szczycieński	17	Jedwabno (gmina wiejska)	3	Warchały		1	3	1	0		2012-10-10 08:37
